"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","_setTime_","_parseTime_","_duration_","comment","__ATR Length","__Supertrend Factor","__ATR Buffer Multiplier","__Fixed Hard Stop Distance (points)","__Use UTC Time (off=Exchange Time)","__Inputs in status line"
6107,0.62,-19154,-1.92,-5470.5,-0.55,-13683.5,-1.37,31108.5,3.11,15813,1.58,15295.5,1.53,50262.5,5.03,21283.5,2.13,28979,2.9,0,0,0,236983.62,23.7,7020.5,0.7,24772.5,2.47,1,1,1,90,43,47,1,1,0,26,13,13,64,30,34,28.89,30.23,27.66,-212.82,-0.2,-127.22,-0.11,-291.14,-0.28,1196.48,1.16,1216.38,1.19,1176.58,1.12,785.35,0.75,709.45,0.67,852.32,0.82,1.523,1.715,1.38,4649.5,4649.5,3329.5,4.7,4.7,3.11,2429.5,1945.5,2429.5,2.26,1.83,2.26,68,69,67,124,117,131,45,48,42,-0.159,-0.227,0.619,0.743,0.528,0,0,0,4.3,3.4,8.7,"Changed ""Supertrend Factor"": 5.8 => 5.",18,5,4,398,true,true
6533.5,0.66,-8371.5,-0.84,2689.5,0.27,-11061,-1.11,36617.5,3.66,22440,2.24,14177.5,1.42,44989,4.5,19750.5,1.98,25238.5,2.52,0,0,0,232009.43,23.2,17297,1.73,24222,2.41,1,1,1,71,36,35,1,1,0,20,11,9,51,25,26,28.17,30.56,25.71,-117.91,-0.1,74.71,0.09,-316.03,-0.31,1830.88,1.77,2040,1.99,1575.28,1.49,882.14,0.84,790.02,0.74,970.71,0.93,2.075,2.582,1.623,6340.5,6340.5,3748.5,6.3,6.3,3.48,1797.5,1695.5,1797.5,1.75,1.61,1.75,79,84,73,163,165,161,45,49,42,-0.047,-0.081,0.814,1.136,0.562,0,0,0,7.1,3.5,11.6,"Changed all parameters randomly.",19,6.2,4,398,true,true
6516.5,0.65,-840,-0.08,6842.5,0.68,-7682.5,-0.77,40999.5,4.1,26770,2.68,14229.5,1.42,41839.5,4.18,19927.5,1.99,21912,2.19,0,0,0,231831.05,23.18,17341,1.72,16734.5,1.67,1,1,1,69,36,33,1,1,0,20,11,9,49,25,24,28.99,30.56,27.27,-12.17,0,190.07,0.2,-232.8,-0.23,2049.98,1.97,2433.64,2.37,1581.06,1.49,853.87,0.81,797.1,0.75,913,0.88,2.401,3.053,1.732,6340.5,6340.5,3748.5,6.3,6.3,3.48,1797.5,1695.5,1797.5,1.75,1.61,1.75,81,86,75,167,171,161,46,49,43,0.014,0.026,0.98,1.343,0.649,0,0,0,3.6,3.4,8,"Changed ""ATR Length"": 19 => 18.",18,6.2,4,398,true,true
8532.5,0.84,13052.5,1.31,11542,1.15,1510.5,0.15,34776.5,3.48,22134.5,2.21,12642,1.26,21724,2.17,10592.5,1.06,11131.5,1.11,0,0,0,226938.78,22.69,23018,2.25,6059,0.6,1,1,1,52,26,26,1,1,0,14,7,7,38,19,19,26.92,26.92,26.92,251.01,0.25,443.92,0.46,58.1,0.04,2484.04,2.4,3162.07,3.13,1806,1.67,571.68,0.54,557.5,0.52,585.87,0.56,4.345,5.672,3.083,6423.5,6423.5,4811,6.66,6.66,4.43,1287.5,1287.5,887.5,1.17,1.17,0.85,74,79,70,168,164,172,40,48,32,0.135,0.452,1.601,2.09,1.136,0,0,0,10.9,3.9,15.7,"Changed all parameters randomly.",19,7.2,3,398,true,true
8299.5,0.82,7808,0.78,9826,0.98,-2018,-0.2,40916,4.09,27316.5,2.73,13599.5,1.36,33108,3.31,17490.5,1.75,15617.5,1.56,0,0,0,231286.54,23.13,19334,1.9,10648.5,1.06,1,1,1,53,29,24,1,1,0,18,10,8,35,19,16,33.96,34.48,33.33,147.32,0.15,338.83,0.36,-84.08,-0.1,2273.11,2.19,2731.65,2.67,1699.94,1.59,945.94,0.9,920.55,0.87,976.09,0.94,2.403,2.967,1.742,6534,6534,2624,6.78,6.78,2.43,2266,2266,1800,2.15,2.15,1.73,100,108,90,181,188,172,58,66,49,0.088,0.192,1.236,1.562,0.871,0,0,0,11.1,4.5,16.5,"Changed all parameters randomly.",17,7.9,5,398,true,true
6575.5,0.66,-4567,-0.46,5120,0.51,-9687,-0.97,36897,3.69,24436,2.44,12461,1.25,41464,4.15,19316,1.93,22148,2.21,0,0,0,235392.8,23.54,14712,1.47,17016,1.7,1,1,1,64,34,30,1,1,0,23,13,10,41,21,20,35.94,38.24,33.33,-71.36,-0.06,150.59,0.17,-322.9,-0.32,1604.22,1.55,1879.69,1.83,1246.1,1.18,1011.32,0.96,919.81,0.87,1107.4,1.07,1.586,2.044,1.125,6340.5,6340.5,3748.5,6.3,6.3,3.48,2095.5,1925.5,2095.5,2.05,1.83,2.05,96,102,89,165,170,158,58,60,55,-0.015,-0.026,0.89,1.265,0.563,0,0,0,7.5,3.5,12.2,"Changed all parameters randomly.",16,6.5,5,398,true,true
6591.5,0.66,-4765,-0.48,5254.5,0.53,-10019.5,-1,36879,3.69,24436,2.44,12443,1.24,41644,4.16,19181.5,1.92,22462.5,2.25,0,0,0,235561.09,23.56,14789.5,1.48,17291.5,1.72,1,1,1,64,34,30,1,1,0,23,13,10,41,21,20,35.94,38.24,33.33,-74.45,-0.06,154.54,0.17,-333.98,-0.33,1603.43,1.55,1879.69,1.83,1244.3,1.17,1015.71,0.97,913.4,0.86,1123.13,1.08,1.579,2.058,1.108,6340.5,6340.5,3748.5,6.3,6.3,3.48,2149.5,1925.5,2149.5,2.06,1.83,2.06,96,102,89,165,170,158,57,60,55,-0.017,-0.028,0.886,1.274,0.554,0,0,0,3.8,3.5,8.3,"Changed ""ATR Length"": 16 => 17.",17,6.5,5,398,true,true
6324,0.64,-16997,-1.7,-1741,-0.17,-15256,-1.53,33655,3.37,20243,2.02,13412,1.34,50652,5.07,21984,2.2,28668,2.87,0,0,0,241263.6,24.13,8490.5,0.86,23566,2.35,1,1,1,84,40,44,1,1,0,24,12,12,60,28,32,28.57,30,27.27,-202.35,-0.19,-43.52,-0.02,-346.73,-0.34,1402.29,1.36,1686.92,1.66,1117.67,1.06,844.2,0.8,785.14,0.74,895.88,0.86,1.661,2.149,1.248,5742,5742,3329.5,5.87,5.87,3.11,2903,2370,2903,2.72,2.23,2.72,78,83,74,139,127,150,54,64,45,-0.123,-0.188,0.664,0.921,0.468,0,0,0,8.3,3.3,12.7,"Changed all parameters randomly.",18,5.3,5,398,true,true
5900,0.61,-25462,-2.55,-6321.5,-0.63,-19140.5,-1.91,42016,4.2,24458.5,2.45,17557.5,1.76,67478,6.75,30780,3.08,36698,3.67,0,0,0,242275.74,24.23,8148.5,0.81,32346.5,3.22,1,1,1,115,57,58,1,1,0,33,19,14,82,38,44,28.7,33.33,24.14,-221.41,-0.2,-110.9,-0.09,-330.01,-0.32,1273.21,1.23,1287.29,1.26,1254.11,1.2,822.9,0.78,810,0.76,834.05,0.8,1.547,1.589,1.504,4795.5,4795.5,3746.5,4.9,4.9,3.48,2782,1857.5,2782,2.61,1.73,2.61,58,60,56,102,98,106,40,41,40,-0.177,-0.234,0.623,0.795,0.478,0,0,0,3.9,3.8,8.7,"Changed ""Supertrend Factor"": 5.3 => 4.2.",18,4.2,5,398,true,true
5967.5,0.61,-26125.5,-2.61,-6563.5,-0.66,-19562,-1.96,42318,4.23,24589,2.46,17729,1.77,68443.5,6.84,31152.5,3.12,37291,3.73,0,0,0,241801.71,24.18,8311,0.82,33263,3.31,1,1,1,117,58,59,1,1,0,32,18,14,85,40,45,27.35,31.03,23.73,-223.29,-0.2,-113.16,-0.09,-331.56,-0.32,1322.44,1.28,1366.06,1.34,1266.36,1.21,805.22,0.76,778.81,0.73,828.69,0.79,1.642,1.754,1.528,4795.5,4795.5,3746.5,4.9,4.9,3.48,2782,1857.5,2782,2.61,1.73,2.61,57,60,54,103,102,104,40,42,38,-0.175,-0.231,0.618,0.789,0.475,0,0,0,3.7,3.6,8.3,"Changed ""ATR Length"": 18 => 19.",19,4.2,5,398,true,true
5807,0.6,-26587,-2.66,-7448,-0.74,-19139,-1.91,41806,4.18,23959.5,2.4,17846.5,1.78,68393,6.84,31407.5,3.14,36985.5,3.7,0,0,0,239467.44,23.95,7909,0.79,33087,3.29,1,1,1,117,58,59,1,1,0,32,18,14,85,40,45,27.35,31.03,23.73,-227.24,-0.21,-128.41,-0.1,-324.39,-0.31,1306.44,1.26,1331.08,1.3,1274.75,1.22,804.62,0.76,785.19,0.74,821.9,0.79,1.624,1.695,1.551,4724,4724,3746.5,4.83,4.83,3.48,2782,2103,2782,2.61,1.91,2.61,57,60,54,103,102,104,40,42,38,-0.181,-0.237,0.611,0.763,0.483,0,0,0,4,3.5,8.6,"Changed ""ATR Length"": 19 => 20.",20,4.2,5,398,true,true
6145.5,0.62,-13934,-1.39,-931,-0.09,-13003,-1.3,34742.5,3.47,19153.5,1.92,15589,1.56,48676.5,4.87,20084.5,2.01,28592,2.86,0,0,0,237389.19,23.74,9427,0.95,21602.5,2.15,1,1,1,78,37,41,1,1,0,23,12,11,55,25,30,29.49,32.43,26.83,-178.64,-0.17,-25.16,0,-317.15,-0.31,1510.54,1.46,1596.13,1.57,1417.18,1.34,885.03,0.85,803.38,0.76,953.07,0.92,1.707,1.987,1.487,5742,5742,3329.5,5.87,5.87,3.11,2903,1945.5,2903,2.72,1.83,2.72,83,90,77,153,142,165,54,65,45,-0.099,-0.155,0.714,0.954,0.545,0,0,0,3.8,3.6,8.6,"Changed ""Supertrend Factor"": 4.2 => 5.5.",20,5.5,5,398,true,true
8762.5,0.86,21765,2.18,16570.5,1.66,5194.5,0.52,32202.5,3.22,21424.5,2.14,10778,1.08,10437.5,1.04,4854,0.49,5583.5,0.56,0,0,0,227205.26,22.72,31845,3.09,2640,0.26,1,1,1,42,22,20,1,1,0,12,7,5,30,15,15,28.57,31.82,25,518.21,0.51,753.2,0.76,259.73,0.23,2683.54,2.61,3060.64,3.05,2155.6,2,347.92,0.33,323.6,0.31,372.23,0.36,7.713,9.458,5.791,6622.5,6622.5,4811,6.88,6.88,4.43,668,517,668,0.64,0.5,0.64,63,64,63,143,129,163,31,33,29,0.205,1.168,3.085,4.414,1.93,0,0,0,13,3.5,18.9,"Changed ""ATR Length"": 16 => 17.",17,6.9,1.5,398,true,true
6677.5,0.66,17315.5,1.73,13484,1.35,3831.5,0.38,45473,4.55,27831,2.78,17642,1.76,28157.5,2.82,14347,1.43,13810.5,1.38,0,0,0,231239.37,23.12,25375.5,2.48,7577,0.75,1,1,1,58,31,27,1,1,0,20,11,9,38,20,18,34.48,35.48,33.33,298.54,0.29,434.97,0.44,141.91,0.12,2273.65,2.2,2530.09,2.48,1960.22,1.85,740.99,0.71,717.35,0.68,767.25,0.74,3.068,3.527,2.555,6534,6534,4811,6.78,6.78,4.43,1610.5,1610.5,1306,1.53,1.53,1.25,92,93,90,178,173,185,46,50,43,0.156,0.403,1.615,1.94,1.277,0,0,0,3.8,3.5,8.4,"Changed ""ATR Buffer Multiplier"": 1.5 => 4.",17,6.9,4,398,true,true
6781.5,0.67,17767.5,1.78,13501.5,1.35,4266,0.43,45980.5,4.6,27608,2.76,18372.5,1.84,28213,2.82,14106.5,1.41,14106.5,1.41,0,0,0,232329.67,23.23,25827.5,2.52,7508.5,0.74,1,1,1,58,31,27,1,1,0,20,11,9,38,20,18,34.48,35.48,33.33,306.34,0.3,435.53,0.44,158,0.14,2299.03,2.22,2509.82,2.46,2041.39,1.93,742.45,0.71,705.33,0.66,783.69,0.76,3.097,3.558,2.605,6534,6534,4811,6.78,6.78,4.43,1610.5,1610.5,1306,1.53,1.53,1.25,93,95,90,179,175,184,47,50,43,0.159,0.41,1.63,1.957,1.302,0,0,0,4.1,3.5,8.5,"Changed ""ATR Length"": 17 => 16.",16,6.9,4,398,true,true
9272,0.91,15990,1.6,11216.5,1.12,4773.5,0.48,38771.5,3.88,22404,2.24,16367.5,1.64,22781.5,2.28,11187.5,1.12,11594,1.16,0,0,0,231634.49,23.16,26401.5,2.57,5789.5,0.57,1,1,1,55,28,27,1,1,0,17,9,8,38,19,19,30.91,32.14,29.63,290.73,0.29,400.59,0.42,176.8,0.16,2280.68,2.22,2489.33,2.47,2045.94,1.93,599.51,0.57,588.82,0.55,610.21,0.59,3.804,4.228,3.353,6423.5,6423.5,4811,6.66,6.66,4.43,1287.5,1287.5,1099.5,1.17,1.17,1.06,80,86,74,175,164,187,37,49,26,0.158,0.533,1.702,2.003,1.412,0,0,0,5.6,3.5,10.3,"Changed ""ATR Buffer Multiplier"": 4 => 3.",16,6.9,3,398,true,true
8476,0.84,7474.5,0.75,9393.5,0.94,-1919,-0.19,40768.5,4.08,27316.5,2.73,13452,1.35,33294,3.33,17923,1.79,15371,1.54,0,0,0,233136.92,23.31,19144,1.88,10589.5,1.05,1,1,1,53,29,24,1,1,0,18,10,8,35,19,16,33.96,34.48,33.33,141.03,0.14,323.91,0.34,-79.96,-0.09,2264.92,2.18,2731.65,2.67,1681.5,1.57,951.26,0.9,943.32,0.89,960.69,0.93,2.381,2.896,1.75,6534,6534,2624,6.78,6.78,2.43,2520.5,2520.5,1610.5,2.39,2.39,1.56,100,108,90,181,188,171,58,66,49,0.086,0.185,1.224,1.524,0.875,0,0,0,13,3.5,17.6,"Changed all parameters randomly.",18,7.8,5,398,true,true
8389.5,0.83,5860.5,0.59,8985,0.9,-3124.5,-0.31,40582,4.06,27100,2.71,13482,1.35,34721.5,3.47,18115,1.81,16606.5,1.66,0,0,0,232230.08,23.22,18314.5,1.81,11157.5,1.11,1,1,1,53,29,24,1,1,0,18,10,8,35,19,16,33.96,34.48,33.33,110.58,0.12,309.83,0.33,-130.19,-0.14,2254.56,2.17,2710,2.65,1685.25,1.58,992.04,0.94,953.42,0.9,1037.91,1,2.273,2.842,1.624,6317.5,6317.5,2624,6.54,6.54,2.43,2520.5,2520.5,2178.5,2.39,2.39,2.12,101,110,91,181,188,171,60,68,51,0.074,0.154,1.169,1.496,0.812,0,0,0,3.6,3.4,8.2,"Changed ""ATR Length"": 18 => 19.",19,7.8,5,398,true,true
5821,0.6,-28999,-2.9,-7785.5,-0.78,-21213.5,-2.12,38821,3.88,21796,2.18,17025,1.7,67820,6.78,29581.5,2.96,38238.5,3.82,0,0,0,239615.08,23.96,8838.5,0.9,34818,3.47,1,1,1,105,51,54,1,1,0,31,17,14,74,34,40,29.52,33.33,25.93,-276.18,-0.26,-152.66,-0.13,-392.84,-0.38,1252.29,1.21,1282.12,1.26,1216.07,1.16,916.49,0.87,870.04,0.82,955.96,0.91,1.366,1.474,1.272,4635.5,4635.5,3746.5,4.74,4.74,3.48,3154.5,1865,3154.5,2.96,1.73,2.96,63,66,61,114,100,131,42,48,37,-0.202,-0.257,0.572,0.737,0.445,0,0,0,7.6,3.4,13.3,"Changed all parameters randomly.",20,4.6,5,398,true,true
6012.5,0.62,-29033.5,-2.9,-7782,-0.78,-21251.5,-2.13,38989,3.9,21797,2.18,17192,1.72,68022.5,6.8,29579,2.96,38443.5,3.84,0,0,0,242276.52,24.23,8838.5,0.9,34803.5,3.46,1,1,1,105,51,54,1,1,0,30,16,14,75,35,40,28.57,31.37,25.93,-276.51,-0.26,-152.59,-0.13,-393.55,-0.38,1299.63,1.26,1362.31,1.33,1228,1.17,906.97,0.86,845.11,0.8,961.09,0.92,1.433,1.612,1.278,4635.5,4635.5,3746.5,4.74,4.74,3.48,3154.5,2143,3154.5,2.96,1.96,2.96,63,66,61,117,105,131,42,48,37,-0.199,-0.255,0.573,0.737,0.447,0,0,0,3.7,3.5,8.3,"Changed ""ATR Length"": 20 => 19.",19,4.6,5,398,true,true
8578,0.85,5860.5,0.59,8985,0.9,-3124.5,-0.31,40582,4.06,27100,2.71,13482,1.35,34721.5,3.47,18115,1.81,16606.5,1.66,0,0,0,234206.26,23.42,18366.5,1.81,11157.5,1.11,1,1,1,53,29,24,1,1,0,18,10,8,35,19,16,33.96,34.48,33.33,110.58,0.12,309.83,0.33,-130.19,-0.14,2254.56,2.17,2710,2.65,1685.25,1.58,992.04,0.94,953.42,0.9,1037.91,1,2.273,2.842,1.624,6317.5,6317.5,2624,6.54,6.54,2.43,2520.5,2520.5,2178.5,2.39,2.39,2.12,101,110,91,181,188,171,60,68,51,0.074,0.157,1.169,1.496,0.812,0,0,0,3.8,3.5,8.4,"Changed ""Supertrend Factor"": 4.6 => 7.8.",19,7.8,5,398,true,true
6913.5,0.69,5306.5,0.53,9772,0.98,-4465.5,-0.45,42962,4.3,27988,2.8,14974,1.5,37655.5,3.77,18216,1.82,19439.5,1.94,0,0,0,238947.96,23.89,15667,1.55,12759.5,1.26,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,85.59,0.1,296.12,0.32,-153.98,-0.15,1952.82,1.9,2544.36,2.5,1361.27,1.3,941.39,0.9,828,0.78,1079.97,1.04,2.074,3.073,1.26,6340.5,6340.5,2484,6.3,6.3,2.37,2095.5,1925.5,2095.5,2.05,1.83,2.05,97,102,91,165,165,165,60,71,46,0.064,0.128,1.141,1.536,0.77,0,0,0,3.7,3.5,8.3,"Changed ""Supertrend Factor"": 7.8 => 6.8.",19,6.8,5,398,true,true
8995,0.88,18484.5,1.85,15683.5,1.57,2801,0.28,35103,3.51,23686.5,2.37,11416.5,1.14,16618.5,1.66,8003,0.8,8615.5,0.86,0,0,0,231772.05,23.18,28580.5,2.78,4098,0.4,1,1,1,50,25,25,1,1,0,13,8,5,37,17,20,26,32,20,369.69,0.37,627.34,0.64,112.04,0.09,2700.23,2.62,2960.81,2.94,2283.3,2.12,449.15,0.43,470.76,0.44,430.78,0.41,6.012,6.289,5.3,6622.5,6622.5,4560.5,6.88,6.88,4.21,996.5,996.5,839,0.95,0.95,0.81,62,73,51,143,135,155,34,44,26,0.177,0.799,2.112,2.96,1.325,0,0,0,3.9,3.4,8.3,"Changed ""ATR Buffer Multiplier"": 5 => 2.",19,6.8,2,398,true,true
9126.5,0.89,21765,2.18,16570.5,1.66,5194.5,0.52,32202.5,3.22,21424.5,2.14,10778,1.08,10437.5,1.04,4854,0.49,5583.5,0.56,0,0,0,231009.17,23.1,32042,3.11,2640,0.26,1,1,1,42,22,20,1,1,0,12,7,5,30,15,15,28.57,31.82,25,518.21,0.51,753.2,0.76,259.73,0.23,2683.54,2.61,3060.64,3.05,2155.6,2,347.92,0.33,323.6,0.31,372.23,0.36,7.713,9.458,5.791,6622.5,6622.5,4811,6.88,6.88,4.43,668,517,668,0.64,0.5,0.64,63,64,63,143,129,163,31,33,29,0.206,1.183,3.085,4.414,1.93,0,0,0,11.5,3.5,16.3,"Changed ""ATR Length"": 16 => 17.",17,6.9,1.5,398,true,true
6925.5,0.69,8979,0.9,11287.5,1.13,-2308.5,-0.23,44606.5,4.46,28611.5,2.86,15995,1.6,35627.5,3.56,17324,1.73,18303.5,1.83,0,0,0,239074.18,23.91,17799.5,1.75,11660.5,1.16,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,144.82,0.15,342.05,0.36,-79.6,-0.09,2027.57,1.97,2601.05,2.56,1454.09,1.38,890.69,0.85,787.45,0.74,1016.86,0.98,2.276,3.303,1.43,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,97,101,93,170,166,173,57,69,44,0.092,0.2,1.252,1.652,0.874,0,0,0,3.9,3.5,10.1,"Changed ""ATR Buffer Multiplier"": 1.5 => 5.",17,6.9,5,398,true,true
6509.5,0.66,-16378.5,-1.64,-4546,-0.45,-11832.5,-1.18,33246.5,3.32,15875.5,1.59,17371,1.74,49625,4.96,20421.5,2.04,29203.5,2.92,0,0,0,241223.65,24.12,9581.5,0.97,23725,2.36,1,1,1,78,36,42,1,1,0,24,12,12,54,24,30,30.77,33.33,28.57,-209.98,-0.2,-126.28,-0.1,-281.73,-0.28,1385.27,1.34,1322.96,1.3,1447.58,1.38,918.98,0.88,850.9,0.8,973.45,0.94,1.507,1.555,1.487,5742,5742,3329.5,5.87,5.87,3.11,2429.5,2293,2429.5,2.26,2.16,2.26,82,90,76,150,141,159,52,65,43,-0.115,-0.176,0.67,0.777,0.595,0,0,0,7.6,3.4,12.2,"Changed all parameters randomly.",18,5.6,5,398,true,true
6050,0.62,-25939,-2.59,-7893.5,-0.79,-18045.5,-1.8,39954.5,4,22292,2.23,17662.5,1.77,65893.5,6.59,30185.5,3.02,35708,3.57,0,0,0,242672.19,24.27,7335.5,0.73,31816.5,3.17,1,1,1,109,53,56,1,1,0,32,18,14,77,35,42,29.36,33.96,25,-237.97,-0.22,-148.93,-0.12,-322.24,-0.31,1248.58,1.21,1238.44,1.21,1261.61,1.2,855.76,0.81,862.44,0.81,850.19,0.81,1.459,1.436,1.484,4724,4724,3746.5,4.83,4.83,3.48,2782,1865,2782,2.61,1.73,2.61,61,62,60,108,96,123,42,45,39,-0.181,-0.238,0.606,0.739,0.495,0,0,0,7.8,3.5,12.5,"Changed all parameters randomly.",19,4.4,5,398,true,true
7125,0.72,-12490,-1.25,-2413,-0.24,-10077,-1.01,27625,2.76,14375.5,1.44,13249.5,1.32,40115,4.01,16788.5,1.68,23326.5,2.33,0,0,0,236227.69,23.62,8870.5,0.89,20507.5,2.04,1,1,1,104,48,56,1,1,0,22,13,9,82,35,47,21.15,27.08,16.07,-120.1,-0.11,-50.27,-0.04,-179.95,-0.17,1255.68,1.21,1105.81,1.08,1472.17,1.4,489.21,0.46,479.67,0.45,496.31,0.47,2.567,2.305,2.966,3748.5,3286,3748.5,3.48,3.31,3.48,1727,1727,1275,1.56,1.56,1.18,43,45,41,115,100,137,23,25,22,-0.093,-0.155,0.689,0.856,0.568,0,0,0,4,3.5,8.4,"Changed ""ATR Buffer Multiplier"": 5 => 2.",19,4.4,2,398,true,true
6906,0.68,9789,0.98,11714,1.17,-1925,-0.19,45801.5,4.58,29423,2.94,16378.5,1.64,36012.5,3.6,17709,1.77,18303.5,1.83,0,0,0,238869.07,23.89,18609.5,1.83,11810.5,1.17,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,157.89,0.16,354.97,0.37,-66.38,-0.08,2081.89,2.02,2674.82,2.63,1488.95,1.41,900.31,0.86,804.95,0.76,1016.86,0.98,2.312,3.323,1.464,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,98,102,92,170,168,172,58,69,44,0.098,0.21,1.272,1.661,0.895,0,0,0,11.2,3.4,15.7,"Changed ""ATR Buffer Multiplier"": 1.5 => 5.",16,6.9,5,398,true,true
6426,0.65,-17692,-1.77,-4380,-0.44,-13312,-1.33,32620,3.26,15747,1.57,16873,1.69,50312,5.03,20127,2.01,30185,3.02,0,0,0,240344.04,24.03,9419,0.95,24634.5,2.45,1,1,1,77,36,41,1,1,0,24,12,12,53,24,29,31.17,33.33,29.27,-229.77,-0.21,-121.67,-0.1,-324.68,-0.32,1359.17,1.32,1312.25,1.29,1406.08,1.34,949.28,0.91,838.63,0.79,1040.86,1,1.432,1.565,1.351,5764,5764,3329.5,5.89,5.89,3.11,2429.5,2293,2429.5,2.26,2.16,2.26,83,90,77,149,140,158,53,64,44,-0.126,-0.187,0.648,0.782,0.559,0,0,0,5.1,4.1,10.4,"Changed ""Supertrend Factor"": 6.9 => 5.7.",16,5.7,5,398,true,true
6986,0.7,-4124,-0.41,5782,0.58,-9906,-0.99,37409,3.74,25637,2.56,11772,1.18,41533,4.15,19855,1.99,21678,2.17,0,0,0,239710.53,23.97,14430.5,1.44,15979.5,1.59,1,1,1,63,34,29,1,1,0,22,12,10,41,22,19,34.92,35.29,34.48,-65.46,-0.05,170.06,0.19,-341.59,-0.34,1700.41,1.64,2136.42,2.08,1177.2,1.11,1013,0.96,902.5,0.85,1140.95,1.1,1.679,2.367,1.032,6340.5,6340.5,2484,6.3,6.3,2.3,2095.5,1925.5,2095.5,2.05,1.83,2.05,96,102,89,166,173,157,59,63,53,-0.008,-0.013,0.901,1.291,0.543,0,0,0,6.2,3.5,11.4,"Changed ""Supertrend Factor"": 5.7 => 6.6.",16,6.6,5,398,true,true
9141,0.9,18063.5,1.81,17124.5,1.71,939,0.09,27162,2.72,21195,2.12,5967,0.6,9098.5,0.91,4070.5,0.41,5028,0.5,0,0,0,231160.7,23.12,28377.5,2.76,2536.5,0.25,1,1,1,40,21,19,1,1,0,11,7,4,29,14,15,27.5,33.33,21.05,451.59,0.45,815.45,0.82,49.42,0.04,2469.27,2.42,3027.86,3.01,1491.75,1.39,313.74,0.3,290.75,0.27,335.2,0.32,7.87,10.414,4.45,6622.5,6622.5,2928,6.88,6.88,2.72,600.5,450,600.5,0.62,0.42,0.62,60,63,56,139,129,156,30,31,29,0.185,1.133,2.985,5.207,1.187,0,0,0,10.9,3.6,15.6,"Changed ""ATR Length"": 16 => 15.",15,6.9,1.5,398,true,true
6871,0.7,-13571,-1.36,-1565.5,-0.16,-12005.5,-1.2,34731.5,3.47,20231,2.02,14500.5,1.45,48302.5,4.83,21796.5,2.18,26506,2.65,0,0,0,240386.18,24.04,10672,1.07,20240,2.02,1,1,1,74,38,36,1,1,0,22,11,11,52,27,25,29.73,28.95,30.56,-183.39,-0.18,-41.2,-0.03,-333.49,-0.33,1578.7,1.51,1839.18,1.78,1318.23,1.25,928.89,0.89,807.28,0.76,1060.24,1.03,1.7,2.278,1.243,5049.5,5049.5,3329.5,4.78,4.78,3.11,2293,2293,2282,2.27,2.16,2.27,86,88,83,163,170,155,53,55,51,-0.087,-0.138,0.719,0.928,0.547,0,0,0,7.5,3.5,12.1,"Changed all parameters randomly.",16,6,5,398,true,true
