"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","_setTime_","_parseTime_","_duration_","comment","__ATR Length","__Supertrend Factor","__ATR Buffer Multiplier","__Fixed Hard Stop Distance (points)","__Use UTC Time (off=Exchange Time)","__Inputs in status line"
8282,0.82,8859,0.89,10991.5,1.1,-2132.5,-0.21,39129.5,3.91,27031,2.7,12098.5,1.21,30270.5,3.03,16039.5,1.6,14231,1.42,0,0,0,227052.28,22.71,19464,1.91,8644,0.86,1,1,1,51,28,23,1,1,0,16,10,6,35,18,17,31.37,35.71,26.09,173.71,0.18,392.55,0.41,-92.72,-0.11,2445.59,2.36,2703.1,2.66,2016.42,1.88,864.87,0.82,891.08,0.84,837.12,0.81,2.828,3.033,2.409,6423.5,6423.5,4412,6.66,6.66,4.08,1971,1971,1479,1.88,1.88,1.42,91,103,76,182,181,186,49,60,37,0.095,0.236,1.293,1.685,0.85,0,0,0,3.6,3.5,8.2,"Changed ""ATR Length"": 16 => 17.",17,7.9,4,398,true,true
6405.5,0.63,17509,1.75,12761,1.28,4748,0.47,46441.5,4.64,27831,2.78,18610.5,1.86,28932.5,2.89,15070,1.51,13862.5,1.39,0,0,0,228387.8,22.84,25366.5,2.48,7577,0.75,1,1,1,59,32,27,1,1,0,20,11,9,39,21,18,33.9,34.38,33.33,296.76,0.29,398.78,0.41,175.85,0.15,2322.07,2.24,2530.09,2.48,2067.83,1.95,741.86,0.71,717.62,0.68,770.14,0.74,3.13,3.526,2.685,6534,6534,4811,6.78,6.78,4.43,1610.5,1610.5,1306,1.53,1.53,1.25,89,91,88,178,173,184,44,48,39,0.156,0.395,1.605,1.847,1.343,0,0,0,7,3.4,12.3,"Changed all parameters randomly.",16,7,4,398,true,true
5817,0.6,-25700,-2.57,-8466.5,-0.85,-17233.5,-1.72,40009.5,4,22310.5,2.23,17699,1.77,65709.5,6.57,30777,3.08,34932.5,3.49,0,0,0,235914.15,23.59,7948.5,0.79,31996,3.18,1,1,1,112,55,57,1,1,0,31,17,14,81,38,43,27.68,30.91,24.56,-229.46,-0.21,-153.94,-0.13,-302.34,-0.29,1290.63,1.25,1312.38,1.29,1264.21,1.2,811.23,0.77,809.92,0.76,812.38,0.78,1.591,1.62,1.556,4724,4724,3329.5,4.83,4.83,3.11,2903,1951,2903,2.72,1.83,2.72,58,57,59,109,98,123,39,39,38,-0.19,-0.253,0.609,0.725,0.507,0,0,0,3.8,3.4,8.1,"Changed ""Supertrend Factor"": 7 => 4.3.",16,4.3,4,398,true,true
6139,0.63,-18849,-1.88,-5562.5,-0.56,-13286.5,-1.33,28781.5,2.88,13942.5,1.39,14839,1.48,47630.5,4.76,19505,1.95,28125.5,2.81,0,0,0,231911.26,23.19,7587.5,0.77,23963.5,2.39,1,1,1,77,37,40,1,1,0,22,12,10,55,25,30,28.57,32.43,25,-244.79,-0.23,-150.34,-0.13,-332.16,-0.32,1308.25,1.26,1161.88,1.14,1483.9,1.41,866.01,0.83,780.2,0.74,937.52,0.9,1.511,1.489,1.583,4097.5,4097.5,3748.5,4.12,4.12,3.48,1794,1695.5,1794,1.78,1.61,1.78,75,78,73,144,143,146,48,47,49,-0.153,-0.219,0.604,0.715,0.528,0,0,0,4.9,3.5,9.4,"Changed ""Supertrend Factor"": 4.3 => 5.5.",16,5.5,4,398,true,true
6215,0.63,-12961,-1.3,-1151,-0.12,-11810,-1.18,35544,3.55,21190,2.12,14354,1.44,48505,4.85,22341,2.23,26164,2.62,0,0,0,231199.51,23.12,11273,1.13,20786,2.07,1,1,1,73,38,35,1,1,0,18,10,8,55,28,27,24.66,26.32,22.86,-177.55,-0.17,-30.29,-0.02,-337.43,-0.34,1974.67,1.89,2119,2.04,1794.25,1.69,881.91,0.84,797.89,0.75,969.04,0.94,2.239,2.656,1.852,5165,5165,3748.5,4.89,4.89,3.48,2162.5,1925.5,2162.5,2.15,1.83,2.15,76,79,73,167,161,175,47,50,43,-0.089,-0.139,0.733,0.948,0.549,0,0,0,7.6,3.4,12.1,"Changed all parameters randomly.",15,6.1,4,398,true,true
8419,0.82,22555.5,2.26,16987.5,1.7,5568,0.56,32202.5,3.22,21424.5,2.14,10778,1.08,9647,0.96,4437,0.44,5210,0.52,0,0,0,223615.58,22.36,32433,3.14,2656,0.26,1,1,1,42,22,20,1,1,0,12,7,5,30,15,15,28.57,31.82,25,537.04,0.53,772.16,0.78,278.4,0.25,2683.54,2.61,3060.64,3.05,2155.6,2,321.57,0.31,295.8,0.28,347.33,0.34,8.345,10.347,6.206,6622.5,6622.5,4811,6.88,6.88,4.43,600.5,412,600.5,0.62,0.39,0.62,61,60,63,143,129,163,29,28,29,0.212,1.271,3.338,4.829,2.069,0,0,0,13.9,4.1,20.6,"Changed ""Fixed Hard Stop Distance (points)"": 398 => 398.",16,6.9,1.5,398,true,true
6226.5,0.62,9789,0.98,11714,1.17,-1925,-0.19,45801.5,4.58,29423,2.94,16378.5,1.64,36012.5,3.6,17709,1.77,18303.5,1.83,0,0,0,231721.93,23.17,18210,1.79,11810.5,1.17,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,157.89,0.16,354.97,0.37,-66.38,-0.08,2081.89,2.02,2674.82,2.63,1488.95,1.41,900.31,0.86,804.95,0.76,1016.86,0.98,2.312,3.323,1.464,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,98,102,92,170,168,172,58,69,44,0.094,0.199,1.272,1.661,0.895,0,0,0,3.6,3.5,8,"Changed ""ATR Buffer Multiplier"": 1.5 => 5.",16,6.9,5,398,true,true
7960.5,0.79,3497,0.35,7397.5,0.74,-3900.5,-0.39,39561,3.96,25900.5,2.59,13660.5,1.37,36064,3.61,18503,1.85,17561,1.76,0,0,0,227732.56,22.77,15657,1.55,10826.5,1.08,1,1,1,55,30,25,1,1,0,18,10,8,37,20,17,32.73,33.33,32,63.58,0.07,246.58,0.27,-156.02,-0.17,2197.83,2.12,2590.05,2.54,1707.56,1.6,974.7,0.93,925.15,0.87,1033,1,2.255,2.8,1.653,6534,6534,2624,6.78,6.78,2.43,2520.5,2520.5,1800,2.39,2.39,1.73,97,104,88,180,187,171,56,63,49,0.055,0.113,1.097,1.4,0.778,0,0,0,3.8,3.4,8.3,"Changed ""Supertrend Factor"": 6.9 => 7.8.",16,7.8,5,398,true,true
6248,0.62,899,0.09,8907.5,0.89,-8008.5,-0.8,41013,4.1,29248.5,2.92,11764.5,1.18,40114,4.01,20341,2.03,19773,1.98,0,0,0,231948.07,23.19,14615,1.45,16376.5,1.62,1,1,1,62,34,28,1,1,0,22,12,10,40,22,18,35.48,35.29,35.71,14.5,0.03,261.99,0.28,-286.02,-0.28,1864.23,1.81,2437.38,2.4,1176.45,1.11,1002.85,0.95,924.59,0.87,1098.5,1.05,1.859,2.636,1.071,6340.5,6340.5,2484,6.3,6.3,2.3,2095.5,1925.5,2095.5,2.05,1.83,2.05,98,104,91,168,178,157,59,63,55,0.025,0.046,1.022,1.438,0.595,0,0,0,7.3,3.6,12.2,"Changed all parameters randomly.",17,6.7,5,398,true,true
6329,0.63,9302.5,0.93,11972,1.2,-2669.5,-0.27,41833,4.18,29164,2.92,12669,1.27,32530.5,3.25,17192,1.72,15338.5,1.53,0,0,0,227889.82,22.79,17131,1.69,9733,0.96,1,1,1,60,33,27,1,1,0,21,12,9,39,21,18,35,36.36,33.33,155.04,0.17,362.79,0.38,-98.87,-0.1,1992.05,1.94,2430.33,2.39,1407.67,1.33,834.12,0.79,818.67,0.77,852.14,0.81,2.388,2.969,1.652,6340.5,6340.5,2577,6.3,6.3,2.4,1925.5,1925.5,1649,1.83,1.83,1.61,89,94,84,168,176,158,47,46,47,0.091,0.193,1.286,1.696,0.826,0,0,0,3.6,3.5,8.1,"Changed ""ATR Buffer Multiplier"": 5 => 4.",17,6.7,4,398,true,true
6369.5,0.63,14138,1.41,14553.5,1.46,-415.5,-0.04,45773.5,4.58,30566,3.06,15207.5,1.52,31635.5,3.16,16012.5,1.6,15623,1.56,0,0,0,229118.56,22.91,22081.5,2.16,9078.5,0.9,1,1,1,59,32,27,1,1,0,22,12,10,37,20,17,37.29,37.5,37.04,239.63,0.24,454.8,0.47,-15.39,-0.02,2080.61,2.02,2547.17,2.51,1520.75,1.43,855.01,0.81,800.63,0.75,919,0.88,2.433,3.181,1.655,6340.5,6340.5,2577,6.3,6.3,2.4,1925.5,1925.5,1649,1.83,1.83,1.61,92,98,86,171,179,160,46,49,42,0.129,0.286,1.447,1.909,0.973,0,0,0,3.7,3.4,8.3,"Changed ""ATR Length"": 17 => 19.",19,6.7,4,398,true,true
6242.5,0.64,-19929.5,-1.99,-6313.5,-0.63,-13616,-1.36,30071,3.01,14186,1.42,15885,1.59,50000.5,5,20499.5,2.05,29501,2.95,0,0,0,232999.9,23.3,8065,0.82,24581,2.45,1,1,1,78,37,41,1,1,0,22,12,10,56,25,31,28.21,32.43,24.39,-255.51,-0.24,-170.64,-0.15,-332.1,-0.33,1366.86,1.31,1182.17,1.15,1588.5,1.51,892.87,0.85,819.98,0.77,951.65,0.92,1.531,1.442,1.669,4185,4185,3748.5,4.21,4.21,3.48,1830.5,1830.5,1648.5,1.65,1.65,1.58,73,77,69,147,142,154,43,45,42,-0.158,-0.222,0.601,0.692,0.538,0,0,0,5.3,3.5,9.9,"Changed ""Supertrend Factor"": 6.7 => 5.7.",19,5.7,4,398,true,true
6315.5,0.65,-20989.5,-2.1,-5656,-0.57,-15333.5,-1.53,29610,2.96,15934.5,1.59,13675.5,1.37,50599.5,5.06,21590.5,2.16,29009,2.9,0,0,0,232658.05,23.27,11211.5,1.14,28597.5,2.85,1,1,1,76,37,39,1,1,0,19,11,8,57,26,31,25,29.73,20.51,-276.18,-0.26,-152.86,-0.13,-393.17,-0.38,1558.42,1.5,1448.59,1.4,1709.44,1.63,887.71,0.85,830.4,0.78,935.77,0.9,1.756,1.744,1.827,4185,4185,3748.5,4.21,4.21,3.48,2379.5,1830.5,2379.5,2.2,1.65,2.2,75,78,72,150,145,159,50,50,49,-0.157,-0.217,0.585,0.738,0.471,0,0,0,3.8,3.4,8.4,"Changed ""ATR Length"": 19 => 14.",14,5.7,4,398,true,true
5908,0.6,-22536,-2.25,-7015.5,-0.7,-15520.5,-1.55,35654.5,3.57,19808.5,1.98,15846,1.58,58190.5,5.82,26824,2.68,31366.5,3.14,0,0,0,236659,23.67,7638,0.76,28236.5,2.81,1,1,1,105,51,54,1,1,0,30,16,14,75,35,40,28.57,31.37,25.93,-214.63,-0.2,-137.56,-0.12,-287.42,-0.28,1188.48,1.15,1238.03,1.21,1131.86,1.08,775.87,0.74,766.4,0.72,784.16,0.75,1.532,1.615,1.443,4635.5,4635.5,3329.5,4.74,4.74,3.11,2429.5,1945.5,2429.5,2.26,1.83,2.26,61,62,60,109,101,119,42,45,39,-0.174,-0.234,0.613,0.738,0.505,0,0,0,3.9,3.6,8.6,"Changed ""Supertrend Factor"": 5.7 => 4.5.",14,4.5,4,398,true,true
5948,0.61,-24263,-2.43,-7365.5,-0.74,-16897.5,-1.69,37238,3.72,20857,2.09,16381,1.64,61501,6.15,28222.5,2.82,33278.5,3.33,0,0,0,236657,23.67,7638,0.76,29996,2.99,1,1,1,107,52,55,1,1,0,29,16,13,78,36,42,27.1,30.77,23.64,-226.76,-0.21,-141.64,-0.12,-307.23,-0.3,1284.07,1.24,1303.56,1.28,1260.08,1.2,788.47,0.75,783.96,0.74,792.35,0.76,1.629,1.663,1.59,4635.5,4635.5,3329.5,4.74,4.74,3.11,2429.5,1907,2429.5,2.26,1.75,2.26,60,61,59,113,102,127,40,43,38,-0.183,-0.248,0.605,0.739,0.492,0,0,0,3.8,3.6,8.6,"Changed ""ATR Length"": 14 => 16.",16,4.5,4,398,true,true
8126,0.81,8299,0.83,10446,1.04,-2147,-0.21,38304,3.83,26302,2.63,12002,1.2,30005,3,15856,1.59,14149,1.41,0,0,0,228282.93,22.83,18584,1.83,8403,0.84,1,1,1,53,30,23,1,1,0,17,11,6,36,19,17,32.08,36.67,26.09,156.58,0.16,348.2,0.36,-93.35,-0.11,2253.18,2.17,2391.09,2.34,2000.33,1.86,833.47,0.8,834.53,0.79,832.29,0.8,2.703,2.865,2.403,6340.5,6340.5,4412,6.3,6.3,4.08,1868.5,1868.5,1479,1.79,1.79,1.42,93,102,80,176,172,184,53,62,44,0.095,0.234,1.277,1.659,0.848,0,0,0,7.9,3.6,12.4,"Changed all parameters randomly.",14,7.7,4,398,true,true
8555.5,0.84,21765,2.18,16570.5,1.66,5194.5,0.52,32202.5,3.22,21424.5,2.14,10778,1.08,10437.5,1.04,4854,0.49,5583.5,0.56,0,0,0,225042.05,22.5,31642.5,3.07,2640,0.26,1,1,1,42,22,20,1,1,0,12,7,5,30,15,15,28.57,31.82,25,518.21,0.51,753.2,0.76,259.73,0.23,2683.54,2.61,3060.64,3.05,2155.6,2,347.92,0.33,323.6,0.31,372.23,0.36,7.713,9.458,5.791,6622.5,6622.5,4811,6.88,6.88,4.43,668,517,668,0.64,0.5,0.64,63,64,63,143,129,163,31,33,29,0.205,1.159,3.085,4.414,1.93,0,0,0,12.4,3.7,17.2,"Changed ""ATR Length"": 16 => 17.",17,6.9,1.5,398,true,true
6379.5,0.63,8979,0.9,11287.5,1.13,-2308.5,-0.23,44606.5,4.46,28611.5,2.86,15995,1.6,35627.5,3.56,17324,1.73,18303.5,1.83,0,0,0,233331.22,23.33,17400,1.71,11660.5,1.16,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,144.82,0.15,342.05,0.36,-79.6,-0.09,2027.57,1.97,2601.05,2.56,1454.09,1.38,890.69,0.85,787.45,0.74,1016.86,0.98,2.276,3.303,1.43,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,97,101,93,170,166,173,57,69,44,0.09,0.191,1.252,1.652,0.874,0,0,0,8.9,4.2,14.1,"Changed ""ATR Buffer Multiplier"": 1.5 => 5.",17,6.9,5,398,true,true
6414,0.64,9029.5,0.9,11338,1.13,-2308.5,-0.23,44506.5,4.45,28511.5,2.85,15995,1.6,35477,3.55,17173.5,1.72,18303.5,1.83,0,0,0,233694.1,23.37,17450.5,1.72,11660.5,1.16,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,145.64,0.15,343.58,0.36,-79.6,-0.09,2023.02,1.96,2591.95,2.55,1454.09,1.38,886.93,0.85,780.61,0.74,1016.86,0.98,2.281,3.32,1.43,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,97,101,93,170,166,173,57,69,44,0.09,0.193,1.255,1.66,0.874,0,0,0,3.9,3.4,8.4,"Changed ""ATR Length"": 17 => 18.",18,6.9,5,398,true,true
6388.5,0.63,8979,0.9,11287.5,1.13,-2308.5,-0.23,44606.5,4.46,28611.5,2.86,15995,1.6,35627.5,3.56,17324,1.73,18303.5,1.83,0,0,0,233425.89,23.34,17400,1.71,11660.5,1.16,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,144.82,0.15,342.05,0.36,-79.6,-0.09,2027.57,1.97,2601.05,2.56,1454.09,1.38,890.69,0.85,787.45,0.74,1016.86,0.98,2.276,3.303,1.43,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,97,101,93,170,166,173,57,69,44,0.09,0.191,1.252,1.652,0.874,0,0,0,4.3,3.4,9.4,"Changed ""ATR Length"": 18 => 17.",17,6.9,5,398,true,true
6368.5,0.63,9789,0.98,11714,1.17,-1925,-0.19,45801.5,4.58,29423,2.94,16378.5,1.64,36012.5,3.6,17709,1.77,18303.5,1.83,0,0,0,233215.52,23.32,18210,1.79,11810.5,1.17,1,1,1,62,33,29,1,1,0,22,11,11,40,22,18,35.48,33.33,37.93,157.89,0.16,354.97,0.37,-66.38,-0.08,2081.89,2.02,2674.82,2.63,1488.95,1.41,900.31,0.86,804.95,0.76,1016.86,0.98,2.312,3.323,1.464,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,98,102,92,170,168,172,58,69,44,0.095,0.201,1.272,1.661,0.895,0,0,0,3.9,3.4,8.2,"Changed ""ATR Length"": 17 => 16.",16,6.9,5,398,true,true
6470,0.64,10127,1.01,11226.5,1.12,-1099.5,-0.11,46397.5,4.64,29193.5,2.92,17204,1.72,36270.5,3.63,17967,1.8,18303.5,1.83,0,0,0,234283.12,23.43,18548,1.82,12040,1.19,1,1,1,61,33,28,1,1,0,21,11,10,40,22,18,34.43,33.33,35.71,166.02,0.17,340.2,0.36,-39.27,-0.05,2209.4,2.14,2653.95,2.61,1720.4,1.63,906.76,0.87,816.68,0.77,1016.86,0.98,2.437,3.25,1.692,6340.5,6340.5,4811,6.3,6.3,4.43,1865,1865,1800,1.77,1.77,1.75,98,102,94,176,168,184,58,70,44,0.098,0.206,1.279,1.625,0.94,0,0,0,3.8,3.5,8.3,"Changed ""ATR Length"": 16 => 15.",15,6.9,5,398,true,true
0,0,-14509,-1.45,-7582.5,-0.76,-6926.5,-0.69,7601.5,0.76,2873,0.29,4728.5,0.47,22110.5,2.21,10455.5,1.05,11655,1.17,0,0,0,225679.52,22.57,4519,0.45,15127.5,1.51,1,1,1,62,31,31,0,0,0,7,3,4,55,28,27,11.29,9.68,12.9,-234.02,-0.22,-244.6,-0.23,-223.44,-0.22,1085.93,1.03,957.67,0.92,1182.13,1.1,402.01,0.38,373.41,0.35,431.67,0.42,2.701,2.565,2.739,2478.5,2201.5,2478.5,2.26,2.15,2.26,1287.5,1287.5,879,1.17,1.17,0.85,35,35,35,114,111,117,25,27,23,-0.423,-0.47,0.344,0.275,0.406,0,0,0,14.8,3.3,19.2,"Changed ""Supertrend Factor"": 6.9 => 5.8.",16,5.8,1.5,398,true,true
5997.5,0.61,-22381,-2.24,-8059.5,-0.81,-14321.5,-1.43,30834.5,3.08,14142,1.41,16692.5,1.67,53215.5,5.32,22201.5,2.22,31014,3.1,0,0,0,235830.12,23.58,7904,0.8,26235.5,2.62,1,1,1,77,36,41,1,1,0,22,10,12,55,26,29,28.57,27.78,29.27,-290.66,-0.27,-223.87,-0.2,-349.3,-0.34,1401.57,1.35,1414.2,1.39,1391.04,1.32,967.55,0.92,853.9,0.8,1069.45,1.03,1.449,1.656,1.301,4649.5,4649.5,3329.5,4.7,4.7,3.11,2429.5,2293,2429.5,2.27,2.16,2.27,82,88,77,151,142,158,55,67,44,-0.182,-0.249,0.579,0.637,0.538,0,0,0,13.5,3.5,18,"Changed ""ATR Buffer Multiplier"": 1.5 => 5.",16,5.8,5,398,true,true
6019.5,0.62,-25331.5,-2.53,-6329,-0.63,-19002.5,-1.9,36761.5,3.68,21546.5,2.15,15215,1.52,62093,6.21,27875.5,2.79,34217.5,3.42,0,0,0,238553.89,23.86,8591,0.88,32267.5,3.21,1,1,1,101,49,52,1,1,0,30,17,13,71,32,39,29.7,34.69,25,-250.81,-0.23,-129.16,-0.11,-365.43,-0.35,1225.38,1.19,1267.44,1.24,1170.38,1.11,874.55,0.83,871.11,0.82,877.37,0.84,1.401,1.455,1.334,4635.5,4635.5,3746.5,4.74,4.74,3.48,3154.5,1857.5,3154.5,2.96,1.73,2.96,66,68,64,121,109,135,43,46,40,-0.179,-0.236,0.592,0.773,0.445,0,0,0,3.7,3.6,8.4,"Changed ""Supertrend Factor"": 5.8 => 4.7.",16,4.7,5,398,true,true
6449.5,0.65,-13571,-1.36,-1565.5,-0.16,-12005.5,-1.2,34731.5,3.47,20231,2.02,14500.5,1.45,48302.5,4.83,21796.5,2.18,26506,2.65,0,0,0,235946,23.59,10235.5,1.03,20240,2.02,1,1,1,74,38,36,1,1,0,22,11,11,52,27,25,29.73,28.95,30.56,-183.39,-0.18,-41.2,-0.03,-333.49,-0.33,1578.7,1.51,1839.18,1.78,1318.23,1.25,928.89,0.89,807.28,0.76,1060.24,1.03,1.7,2.278,1.243,5049.5,5049.5,3329.5,4.78,4.78,3.11,2293,2293,2282,2.27,2.16,2.27,86,88,83,163,170,155,53,55,51,-0.092,-0.143,0.719,0.928,0.547,0,0,0,3.8,3.5,9.7,"Changed ""Supertrend Factor"": 4.7 => 6.",16,6,5,398,true,true
6514.5,0.66,-13214,-1.32,-1718,-0.17,-11496,-1.15,34957.5,3.5,20402.5,2.04,14555,1.46,48171.5,4.82,22120.5,2.21,26051,2.61,0,0,0,236630.72,23.66,10290,1.04,20130.5,2.01,1,1,1,73,37,36,1,1,0,22,11,11,51,26,25,30.14,29.73,30.56,-181.01,-0.17,-46.43,-0.03,-319.33,-0.32,1588.98,1.52,1854.77,1.8,1323.18,1.25,944.54,0.9,850.79,0.8,1042.04,1.01,1.682,2.18,1.27,5049.5,5049.5,3329.5,4.92,4.92,3.11,2293,2293,2282,2.27,2.16,2.27,87,89,84,162,170,155,54,55,53,-0.088,-0.14,0.726,0.922,0.559,0,0,0,0.1,3.3,4.4,"Changed ""ATR Length"": 16 => 15.",15,6,5,398,true,true
6522,0.66,-13571,-1.36,-1565.5,-0.16,-12005.5,-1.2,34731.5,3.47,20231,2.02,14500.5,1.45,48302.5,4.83,21796.5,2.18,26506,2.65,0,0,0,236709.73,23.67,10235.5,1.03,20240,2.02,1,1,1,74,38,36,1,1,0,22,11,11,52,27,25,29.73,28.95,30.56,-183.39,-0.18,-41.2,-0.03,-333.49,-0.33,1578.7,1.51,1839.18,1.78,1318.23,1.25,928.89,0.89,807.28,0.76,1060.24,1.03,1.7,2.278,1.243,5049.5,5049.5,3329.5,4.78,4.78,3.11,2293,2293,2282,2.27,2.16,2.27,86,88,83,163,170,155,53,55,51,-0.091,-0.142,0.719,0.928,0.547,0,0,0,3.8,3.4,8.3,"Changed ""ATR Length"": 15 => 16.",16,6,5,398,true,true
6550,0.67,-18065,-1.81,-5648.5,-0.56,-12416.5,-1.24,33083.5,3.31,15937.5,1.59,17146,1.71,51148.5,5.11,21586,2.16,29562.5,2.96,0,0,0,237004.69,23.7,10657.5,1.08,25569,2.55,1,1,1,76,37,39,1,1,0,22,10,12,54,27,27,28.95,27.03,30.77,-237.7,-0.23,-152.66,-0.13,-318.37,-0.32,1503.8,1.45,1593.75,1.55,1428.83,1.36,947.19,0.91,799.48,0.75,1094.91,1.06,1.588,1.993,1.305,4683,4683,3329.5,4.74,4.74,3.11,3161.5,2293,3161.5,2.95,2.16,2.95,84,88,79,158,160,156,53,62,45,-0.134,-0.193,0.647,0.738,0.58,0,0,0,3.9,3.3,8.2,"Changed ""ATR Length"": 16 => 17.",17,6,5,398,true,true
6536.5,0.66,-16263.5,-1.63,-4435.5,-0.44,-11828,-1.18,33733.5,3.37,16669.5,1.67,17064,1.71,49997,5,21105,2.11,28892,2.89,0,0,0,236862.48,23.69,10384.5,1.05,23461,2.34,1,1,1,75,36,39,1,1,0,22,10,12,53,26,27,29.33,27.78,30.77,-216.85,-0.2,-123.21,-0.1,-303.28,-0.3,1533.34,1.48,1666.95,1.62,1422,1.35,943.34,0.9,811.73,0.77,1070.07,1.03,1.625,2.054,1.329,4649.5,4649.5,3329.5,4.7,4.7,3.11,2429.5,2293,2429.5,2.27,2.16,2.27,85,93,77,162,169,156,53,64,42,-0.124,-0.186,0.675,0.79,0.591,0,0,0,5.6,3.4,9.9,"Changed ""ATR Length"": 17 => 18.",18,6,5,398,true,true
6540,0.66,-15874,-1.59,-2452,-0.25,-13422,-1.34,32602.5,3.26,17770,1.78,14832.5,1.48,48476.5,4.85,20222,2.02,28254.5,2.83,0,0,0,235019.4,23.5,11799,1.19,24652.5,2.46,1,1,1,74,36,38,1,1,0,20,11,9,54,25,29,27.03,30.56,23.68,-214.51,-0.2,-68.11,-0.05,-353.21,-0.35,1630.13,1.57,1615.45,1.57,1648.06,1.57,897.71,0.86,808.88,0.76,974.29,0.94,1.816,1.997,1.692,4294.5,4294.5,3748.5,4.33,4.33,3.48,1797.5,1695.5,1797.5,1.75,1.61,1.75,76,82,70,156,151,162,46,52,42,-0.121,-0.183,0.673,0.879,0.525,0,0,0,3.9,3.4,8.4,"Changed ""ATR Buffer Multiplier"": 5 => 4.",18,6,4,398,true,true
6091,0.62,-19154,-1.92,-5470.5,-0.55,-13683.5,-1.37,31108.5,3.11,15813,1.58,15295.5,1.53,50262.5,5.03,21283.5,2.13,28979,2.9,0,0,0,236815.07,23.68,7020.5,0.7,24772.5,2.47,1,1,1,90,43,47,1,1,0,26,13,13,64,30,34,28.89,30.23,27.66,-212.82,-0.2,-127.22,-0.11,-291.14,-0.28,1196.48,1.16,1216.38,1.19,1176.58,1.12,785.35,0.75,709.45,0.67,852.32,0.82,1.523,1.715,1.38,4649.5,4649.5,3329.5,4.7,4.7,3.11,2429.5,1945.5,2429.5,2.26,1.83,2.26,68,69,67,124,117,131,45,48,42,-0.159,-0.227,0.619,0.743,0.528,0,0,0,3.9,4.1,9.3,"Changed ""Supertrend Factor"": 6 => 5.",18,5,4,398,true,true
6433.5,0.66,-22178,-2.22,-7338,-0.73,-14840,-1.48,29571,2.96,13897,1.39,15674,1.57,51749,5.17,21235,2.12,30514,3.05,0,0,0,235008.88,23.5,7708.5,0.78,26388.5,2.63,1,1,1,77,37,40,1,1,0,21,11,10,56,26,30,27.27,29.73,25,-288.03,-0.27,-198.32,-0.18,-371,-0.36,1408.14,1.35,1263.36,1.23,1567.4,1.49,924.09,0.88,816.73,0.77,1017.13,0.98,1.524,1.547,1.541,4185,4185,3748.5,4.21,4.21,3.48,2162.5,1830.5,2162.5,2.15,1.65,2.15,73,76,71,146,137,155,46,50,43,-0.178,-0.249,0.571,0.654,0.514,0,0,0,3.5,3.5,8.1,"Changed ""Supertrend Factor"": 5 => 5.8.",18,5.8,4,398,true,true
